Route ID;Step ID;Town A;Town B;Distance;Driver name
240413;13;POUY DE TOUGES;LABASTIDE CLERMONT;4.805;Giuseppe COSTA
237899;14;FERRIERES;GORENFLOS;24.646;Roman NAVARRO
119962;25;ST EUSEBE;CERSOT;13.72;Andrey SANCHEZ
8714;15;XARONVAL;MARAINVILLE SUR MADON;3.295;Aleksandra JOHNSON
26016;15;GENAY;JONS;21.652;Jan MOROZOVA
102233;28;LE PLESSIS ROBINSON;ST SAUFLIEU;111.927;Piotr FERRARI
227609;4;LE CARLARET;MIREPOIX;14.409;Marina KLEIN
86112;20;SIMACOURBE;CAUSSADE RIVIERE;16.321;Anna MUÑOZ
81605;16;THIL SUR ARROUX;MARTAILLY LES BRANCION;61.742;Christian SOKOLOVA
230353;2;SILLEY AMANCEY;SERRE LES SAPINS;27.643;Claude MUÑOZ
240853;34;OBERMODERN ZUTZENDORF;OFFWILLER;7.67;Andrey MARTINEZ
33077;19;LAGNICOURT MARCEL;SAUCHY LESTREE;13.435;Angela RAMOS
252791;4;VIEUX THANN;WILLER SUR THUR;6.284;Maria KLEIN
149337;11;VERNEUIL;VASSELAY;96.788;Manfred FISCHER
279001;26;ST ETIENNE DU BOIS;MONTAGNAT;11.822;Eva SCHNEIDER
167310;22;ST GERVASY;MILHAUD;15.995;Eva BAUER
293601;17;BRECY;AZY;9.155;Giuseppe DAVIES
109738;10;LA MOTTE FANJAS;CLELLES EN TRIEVES;37.421;Juan WILLIAMS
252495;9;LOURES BAROUSSE;ARDIEGE;5.558;Evgeniy GUTIERREZ
185969;22;BURLIONCOURT;AVIOTH;116.723;Anton SCHMIDT
292600;23;CAMPS SUR L ISLE;LESTIAC SUR GARONNE;45.116;Christian KARLSSON
268540;5;PLESDER;DINGE;18.062;Marta POPOVA
124411;5;ST XANDRE;LUCON;27.123;Irina SCHNEIDER
9588;17;RICHECOURT;LAHAYVILLE;1.382;Aleksey NAVARRO
262453;12;MONTASTRUC;ST QUENTIN DE CHALAIS;90.4;Manfred MARTIN
70371;1;LAMARQUE;CUSSAC FORT MEDOC;3.136;Nykolai NAGY
151681;11;CHARVIEU CHAVAGNEUX;CHARNOZ SUR AIN;15.926;Evgeniy PEREIRA
234810;14;LA BERNARDIERE;CUGAND;3.105;Michel GONZALEZ
140094;21;L AIGUILLON SUR VIE;L ILE D YEU;40.056;David FERNANDEZ
55967;19;MARGON;SERVIAN;8.048;Nykolai MEYER
59836;7;LALOURET LAFFITEAU;SEDEILHAC;13.566;Valentina NAVARRO
155343;1;HOURTIN;ST GERMAIN D ESTEUIL;15.672;Christian MOROZOVA
89789;13;GIGNY;LES REPOTS;26.05;Robert HUBER
286559;2;LOIX;L AIGUILLON LA PRESQU ILE;16.259;Denis POPOVA
40388;21;GUMIANE;LA BEAUME;31.025;Dmitriy MUÑOZ
292584;21;LAURAC;PEZENS;22.771;Eva MEIER
296353;10;ST MARTIN DE SANZAY;LA ROCHE CLERMAULT;31.471;Vera GARCIA
36502;7;ST ETIENNE DES SORTS;ST MICHEL D EUZET;12.27;Petra JENSEN
258339;10;ST JEAN LE COMTAL;ST PE ST SIMON;58.558;Richard HOFFMANN
204229;10;BANS;CIVRIEUX;129.393;Alexander ALVAREZ
164674;15;STE VALIERE;GINESTAS;2.579;Dmitriy MUÑOZ
202466;26;LUZILLE;LE LIEGE;5.419;Alexander SIMON
132245;10;ST GEORGES DE ROUELLEY;MORTAIN BOCAGE;11.827;Martin KOCH
155566;21;GABILLOU;STE ORSE;3.185;Wolfgang MOROZOVA
34410;14;COURCY;ST GERMAIN SUR AY;26.2;Vera JONES
297125;28;JUSSY LE CHAUDRIER;ST LEGER LE PETIT;4.255;Ivan NAVARRO
230023;13;THOU;PRESLY;26.573;Richard KRAVCHENKO
284496;4;IFFENDIC;LOCMINE;65.944;Andrea WILLIAMS
209353;7;SOULOM;BATSERE;31.477;Karin NOVIKOVA
43179;6;RAUCOURT;PRENY;19.387;Alexander POPOV
142595;24;ST MARTIN VALMEROUX;MAURIAC;14.748;Patrick BRAUN
151930;12;EYDOCHE;SERRE NERPOL;20.762;Vera ZIMMERMANN
230404;3;KINGERSHEIM;LEIMBACH;16.956;Ekaterina MUÑOZ
146780;4;PLUFUR;ST AGATHON;35.135;Christian NAVARRO
186023;6;BOULIAC;ST MEDARD D EYRANS;11.747;Patrick JIMENEZ
9395;9;LIVAROT PAYS D AUGE;ST MARTIN BIENFAITE CRESSONNIERE;9.758;Elisabeth MARTINEZ
151431;21;ECOUVIEZ;GIRAUMONT;52.349;Robert SCHÄFER
72349;6;ST LAURENT DE NESTE;TUZAGUET;3.341;Aleksandr RAMOS
291900;20;MONTCLUS;SIGOTTIER;4.995;Igor BROWN
254697;4;MONTBOILLON;ST BROING;19.443;Anne RUSSO
164626;27;MONTARDON;ARTIX;18.472;Ana ANDERSSON
278696;19;CAUBIAC;ST CRICQ;7.016;Ivan JIMENEZ
258298;12;ST BENOIT SUR SEINE;PONT STE MARIE;7.587;Karin EVANS
293893;13;HERICOURT;THIANCOURT;17.303;Jean LOPEZ
246729;18;VILLAINES EN DUESMOIS;BUXEROLLES;35.269;Marina MUÑOZ
51018;12;TREIX;CHARMES EN L ANGLE;28.984;Giovanni FERREIRA
162803;7;PUSY ET EPENOUX;CHAUX LA LOTIERE;34.587;Marina NAVARRO
54803;19;MOLEZON;ST MICHEL DE DEZE;15.416;Michel MEIER
118382;12;ENTRAGES;CHATEAUREDON;3.751;Anastasiya SILVA
139570;8;BECQUIGNY;ELINCOURT;7.171;Yuliya ALONSO
114679;14;VALCIVIERES;BAFFIE;13.962;Anastasiya POPOVA
153000;19;BERNIN;FONTANIL CORNILLON;15.674;Natalya COSTA
197106;34;AURADE;LABRUYERE DORSA;36.357;Francesco POPOV
124844;23;FONBEAUZARD;FENOUILLET;3.715;Michel MEYER
255356;9;TREMBLAY LES VILLAGES;VILLIERS LE MORHIER;15.349;John RUIZ
51995;27;AURE;STE MARIE;11.134;Sergey TORRES
134765;19;ALBIEZ MONTROND;LA MOTTE EN CHAMPSAUR;52.551;Denis BRAUN
104757;1;JAUSIERS;ENCHASTRAYES;6.58;Valentina GONZALEZ
145910;9;GIGNEVILLE;DOMBROT LE SEC;3.758;Aleksandra NIELSEN
268949;3;REOTIER;LALLEY;69.963;Nadezhda KRAVCHENKO
39294;23;BELLECOMBE TARENDOL;MAUSSANE LES ALPILLES;82.801;Vera GOMEZ
75110;13;LORETTE;LURE;65.493;Mariya BROWN
169764;1;HOMBOURG HAUT;ALTVILLER;7.217;Rosa SCHNEIDER
8165;10;COLLEGIEN;POINCON LES LARREY;169.446;Elena DAVIES
290866;27;ST FLOXEL;LE MESNIL AU VAL;17.445;Martin FERRARI
223060;10;THIEFFRAIN;SEIGNY;69.454;Vladymyr JOHANSSON
166803;22;ROUVRAY ST DENIS;JANVILLE EN BEAUCE;11.032;Denis PETROVA
285533;5;ST MARTIN DE FRAIGNEAU;XANTON CHASSENON;4.789;Vera NOWAK
86288;31;VIGNEVIEILLE;DORRES;74.516;Denis SANTOS
235082;5;MARCE SUR ESVES;VILLOGNON;136.896;Marina DIAZ
152632;10;CERISY LA FORET;BAUDRE;14.991;Marta ZIMMERMANN
243472;10;ST SIGISMOND;FONTENAY LE COMTE;14.856;Oksana ROSSI
110028;14;NOTRE DAME DE BOISSET;SEVELINGES;17.018;Ivan MORENO
124774;13;DOEUIL SUR LE MIGNON;VAL DU MIGNON;5.023;Anton ROMERO
296949;15;ST LEGER DE MONTBRILLAIS;JAULNAY;37.707;Christian JOHANSSON
119233;5;MONTVALEN;ESCATALENS;34.987;Piotr BRAUN
113359;13;NEUBLANS ABERGEMENT;BELFAHY;143.811;Vladimir SZABÓ
258082;12;THEYS;DOUCY EN BAUGES;46.195;Aleksandra SMIRNOV
27497;14;VALLEES D ANTRAIGUES ASPERJOC;ST MICHEL DE CHABRILLANOUX;24.129;Ana GUTIERREZ
179873;13;LA CHAPELLE AUX CHASSES;ST GERAND LE PUY;44.129;Andrey SCHMIDT
185492;7;BURRET;MONTAGAGNE;5.055;Maria MUÑOZ
205380;11;TARGET;CHATEAU SUR CHER;41.372;Elisabeth IVANOV
160188;4;ST CHRISTOLY MEDOC;CONSAC;18.402;Aleksandr WILSON
33644;7;OCHES;SY;4.223;Evgeniy HANSEN
96165;14;ESPONDEILHAN;MAGALAS;5.869;Nadezhda NOVIKOVA
49284;1;COLLEVILLE;ENSUES LA REDONNE;799.121;Anastasiya MOROZOVA
189573;12;PLUHERLIN;MUZILLAC;19.432;Anna SCHULZ
1957;6;MAISONS;VILLEMOMBLE;72.487;Darya TÓTH
4165;28;VERTEUIL D AGENAIS;CAUMONT;41.586;Hans GOMEZ
141253;21;GERMOLLES SUR GROSNE;SAULES;42.454;Ivan MORENO
8954;10;LA CLUSE ET MIJOUX;MONTBENOIT;13.956;Oksana MORENO
280927;7;BOTMEUR;PLOUNEOUR MENEZ;8.27;Elisabeth MEYER
58426;4;MEUSSIA;ROGNA;18.596;Pavel SANTOS
5404;12;VERNAS;LAGNIEU;13.652;Tomasz POPOVA
64731;20;BERTIGNAT;LERIGNEUX;20.075;Aleksandra RICHTER
69592;24;NORROY LES PONT A MOUSSON;VILCEY SUR TREY;4.037;Nadezhda JONES
75830;8;LE COTEAU;ST FORGEUX LESPINASSE;17.698;Thomas KUZNETSOV
115298;14;GANDELU;PRIEZ;7.946;Juan DIAZ
287429;20;HENNEZIS;GUISENIERS;3.039;Robert VOLKOVA
237842;14;BONNELLES;VERT LE GRAND;25.181;Andrea NOVIKOVA
41273;39;BONNEVILLE SUR TOUQUES;DEAUVILLE;4.164;Andrei SCHULZ
130997;21;AIBRE;ST JULIEN LES MONTBELIARD;3.663;Pavel MARTIN
232438;3;SIXT FER A CHEVAL;VALLORCINE;7.466;Elena KOVALENKO
147330;12;ARRONNES;LA CHAPELLE;4.121;Michel FISCHER
257658;8;ST CAPRAIS;PRIMELLES;9.782;Aleksey HOFFMANN
251260;12;PINDERES;SAUMEJAN;4.772;Lyubov SIMON
64736;7;MALICORNAY;CHAVIN;2.726;Andreas NIELSEN
47346;3;LE MONT ST MICHEL;MARCEY LES GREVES;13.622;Serhei ZIMMERMANN
168447;4;COZES;THAIMS;5.048;Anna POPOVA
11473;6;YAINVILLE;LE THUIT;44.86;Alexander RICHTER
47995;2;FONTOY;HALLES SOUS LES COTES;63.747;Sandra IVANOVA
64200;14;TORVILLIERS;VILLENEUVE AU CHEMIN;22.975;Elena PAVLOVA
58090;12;CONTAMINE SUR ARVE;OULLES;121.528;Juan SMIRNOVA
67163;13;STE NATHALENE;CARSAC AILLAC;7.078;Michel DAVIES
83434;10;NABINAUD;ST AMAND DE VERGT;50.553;Tomasz MARIN
147242;2;LESSEUX;GUGNECOURT;34.612;Manfred JOHNSON
97229;6;ST ANDRE D OLERARGUES;MEYRANNES;29.661;Francesco IVANOV
199965;11;LES PLANCHES EN MONTAGNE;MORBIER;11.958;Serhei SIMON
50800;12;STE CROIX;ST MAYME DE PEREYROL;34.759;Manfred ANDERSSON
21570;19;LIGUEUX;ST ANDRE ET APPELLES;5.385;Serhei GUTIERREZ
254438;10;VILLENAVE PRES BEARN;MOMY;2.57;Klaus GUTIERREZ
283608;11;NEUVILLE LES DECIZE;CROSSES;61.523;Olga ANDERSSON
29972;5;CLEYZIEU;SEPTEME;52.634;Andrea RUIZ
174170;10;MOLINES EN QUEYRAS;EYGLIERS;17.993;Denis SZABÓ
265946;18;ST ANDRE DE ROSANS;ROTTIER;15.2;Anna WOLF
295078;10;BONCOURT LE BOIS;ABERGEMENT LA RONCE;29.9;Ivan BAUER
121072;11;GOINCOURT;RAINVILLERS;3.214;Barbara FISCHER
2012;16;ST SAUVES D AUVERGNE;ORLEAT;64.224;Nadezhda PEREZ
119335;17;ST MARTIN LE MAULT;LUSSAC LES EGLISES;3.731;Andrey BROWN
21208;3;BOUGARBER;UZEIN;3.006;Maryia TAYLOR
114299;12;SIAUGUES STE MARIE;LAURIE;48.449;Marta MILLER
164538;15;LIORAC SUR LOUYRE;CAUSE DE CLERANS;3.515;Nikolay KOVÁCS
227982;29;LARUSCADE;MAZION;21.11;Manfred IVANOVA
263952;16;VELAINES;DAGONVILLE;12.102;Monika BAUER
164898;11;BERTRIC BUREE;BOUTEILLES ST SEBASTIEN;6.791;Nikolay PETROVA
131140;18;L HERBERGEMENT;LES BROUZILS;4.599;Valentina MARIN
99365;18;SAINTINES;GRISY SUISNES;69.056;Anne WOLF
124254;12;LE BURET;ST FRAIMBAULT DE PRIERES;48.189;Mikhail ALONSO
8086;16;COURTELEVANT;SEPPOIS LE BAS;6.461;Tatiana TÓTH
33090;2;DESSENHEIM;DIEFFENBACH AU VAL;39.67;Andreas HANSEN
123369;18;LES VELLUIRE SUR VENDEE;ST MARTIN DE MACON;90.802;Eva FERNANDEZ
281738;26;ST JULIEN SUR SARTHE;STE GEMMES LE ROBERT;63.713;Aleksandra KOVALENKO
132439;5;VERS PONT DU GARD;LUNEL VIEL;47.162;Nikolay FERNANDEZ
234215;25;MOULON;LISTRAC MEDOC;53.363;Olha BRAUN
56338;37;LUCHAT;PISANY;2.642;Maria SANCHEZ
52145;6;ST AUBIN DU CORMIER;LE TIERCENT;10.207;Anna MARTINEZ
194944;27;ST MACLOU;ST AUBIN DE SCELLON;21.05;Petra MOROZOVA
47951;3;MUDAISON;DIONS;37.891;Juan PEREZ
146019;27;BOUZIES;LAUZES;10.382;Patrick BROWN
78370;12;PLATEAU D HAUTEVILLE;ROISSARD;117.515;Petra MOROZOVA
188396;14;LE BOULLAY LES DEUX EGLISES;LOUVILLIERS EN DROUAIS;11.859;Juan ANDERSSON
51578;3;ST BENIN DES BOIS;NOLAY;5.531;Nadezhda MARIN
247689;22;GIMECOURT;MANDRES AUX QUATRE TOURS;30.522;Christian NAVARRO
48949;18;ESPINASSE;BADAILHAC;24.322;Petra SHEVCHENKO
174667;13;ROQUESTERON;GILETTE;11.201;Karin SCHMIDT
187304;24;ISLAND;OZIERES;144.288;Yvan MARTIN
170418;7;L ABERGEMENT DE VAREY;VERNAS;28.726;Vasylyi FERRARI
120253;7;VELVING;BRETTNACH;2.369;Ekaterina PEREIRA
218331;46;GERAISE;LES HOPITAUX VIEUX;37.422;Sandra VASILEVA
67589;10;DRY;MAREAU AUX BOIS;48.485;Giovanni JENSEN
7700;29;UCEL;ST PRIEST;14.036;Denis ROMERO
132900;17;ANGLARS;RUEYRES;3.587;Martin BONDARENKO
184178;17;BOISSET;ST JEAN ROURE;52.952;Anne SANTOS
42640;14;SAUVETERRE;MONTANER;17.415;Michel PETROV
86618;19;MAILLY LE CAMP;CHENNEVIERES SUR MARNE;121.454;Barbara SMIRNOVA
275083;10;AUGERVILLE LA RIVIERE;BORDEAUX EN GATINAIS;19.117;Alexander SMIRNOV
49290;18;RIVES DE L YON;NESMY;4.886;Andreas BRAUN
290648;1;ECHENANS;COURCHATON;10.617;Josef KOVALENKO
2590;19;ST PANTALY D EXCIDEUIL;TEILLOTS;17.248;Denis ZIMMERMANN
263885;6;AVILLERS STE CROIX;LES EPARGES;9.421;Monika ROBERTS
256971;25;RAMBOUILLET;VER LES CHARTRES;39.903;Jan IVANOV
18286;11;CHARMENSAC;BONNAC;5.847;Maria BROWN
285507;21;BELLEGARDE;GARONS;5.127;Mária POPOV
214311;7;MARSEILLAN;MOUCHES;11.717;Francesco RODRIGUEZ
191258;12;LIMOISE;COULANGES LES NEVERS;38.265;Oksana KRAVCHENKO
107316;25;LE CASTELLET;QUENZA;323.089;Tomasz POPOV
264505;16;CASTILLON D ARTHEZ;POMPS;2.884;Yvan SILVA
211739;8;VILLEBRET;MONTVICQ;15.131;Nykolai MORENO
204145;13;BRABANT EN ARGONNE;VIENNE LE CHATEAU;18.009;Andreas KLEIN
248810;34;GESNES EN ARGONNE;EPINONVILLE;4.135;Darya KOCH
29370;9;BONNEMAISON;COURVAUDON;2.676;Natalya MOROZOVA
183406;11;EDON;VOUTHON;20.54;Tomasz ALVAREZ
219239;13;BEUGNEUX;MONTLEVON;30.306;Francisco TAYLOR
29889;14;RUBELLES;BIEVRES;40.876;Piotr ROSSI
203761;1;MIREVAL;ST SIGISMOND;573.306;Pavel POPOV
246566;6;PONT L ABBE D ARNOULT;ST SULPICE D ARNOULT;3.098;Andreas BONDARENKO
231155;19;POUZAUGES;MOUCHAMPS;17.249;Klaus RODRIGUEZ
138894;1;CORMEILLES EN VEXIN;LIVILLIERS;5.653;Andrea ALVAREZ
19065;2;CADIX;LE DOURN;4.38;Denis RUSSO
219653;23;COISE ST JEAN PIED GAUTHIER;CHATEAUNEUF;4.555;Manfred NAGY
51634;19;MOULAY;LA BIGOTTIERE;13.768;Klaus MEIER
270514;20;DADONVILLE;NEUVY AU HOULME;196.2;Lyubov SCHNEIDER
225845;21;MARAVAT;ST LEONARD;10.745;Monika ROMERO
120047;1;ROUBIA;PARAZA;1.935;Roman ALONSO
61968;8;LINZEUX;INCOURT;6.178;Oksana BAUER
52235;9;MARSEILLE;ST VICTORET;7.269;Michael RICHTER
277668;21;VOUHE;ANGLES;53.299;Ana SCHULZ
183817;32;PLAIMBOIS DU MIROIR;DOMPREL;12.881;Thomas NAGY
293552;1;BRISSAC;CAZILHAC;5.686;Mario SANTOS
43458;12;SALERM;ST MARTIN GIMOIS;23.771;Marie SCHNEIDER
185110;6;ALLAS BOCAGE;ST PALAIS;11.37;Martin ROMERO
94963;4;ST LOUP;LA SELLE EN LUITRE;40.002;Wolfgang KLEIN
264814;11;VERRIERES;MURASSON;55.703;Klaus SANCHEZ
39031;2;MONTHERME;CHARLEVILLE MEZIERES;14.052;Denis SOKOLOVA
20442;22;ST SULPICE ET CAMEYRAC;MARCHEPRIME;43.254;Olha ANDERSSON
132590;17;BRULON;MAREIL EN CHAMPAGNE;3.794;Giuseppe IVANOV
276211;25;FONTENU;REVIGNY;16.459;Barbara HOFFMANN
140798;3;LANLOUP;ST AGATHON;19.0;Anastasiya THOMAS
207555;10;GAILHAN;SAUVE;11.595;Yvan MILLER
265388;7;ORMESSON;BOISSY LE CUTTE;37.082;Christian MEIER
261432;12;BLENOD LES TOUL;EUVILLE;21.193;David COSTA
139094;18;MANTHES;ST BARTHELEMY DE BEAUREPAIRE;7.206;Petra JONES
291767;27;ST MESMIN;MONTRAVERS;4.132;Pavel THOMAS
1585;7;ST PIERRE DU MONT;PUJO LE PLAN;14.781;Roman MARTIN
110259;20;LINARDS;ST JULIEN LE PETIT;18.584;Maryia NAVARRO
275230;11;ROQUESTERON;LA ROQUE EN PROVENCE;3.383;Anne SCHMIDT
98180;2;PETIT LANDAU;HABSHEIM;5.683;Richard ALONSO
262912;4;BLAUZAC;CHATEAURENARD;38.43;Mariya COSTA
287031;15;GUILLESTRE;PUY SANIERES;24.287;Giuseppe MILLER
272034;15;ETOILE ST CYRICE;MONTFERRAND LA FARE;15.607;Andrea COSTA
147723;13;MONTHOLIER;NEUVILLEY;3.007;Eva GONZALEZ
164145;17;JUGAZAN;ST MARTIN DE LAYE;29.023;Giuseppe THOMAS
250087;4;CARNOUX EN PROVENCE;MARSEILLE;11.627;Josef IVANOVA
250356;6;ST JEAN DU GARD;ST GERMAIN DE CALBERTE;13.875;Vasylyi RODRIGUEZ
135809;24;AVRILLE;ANGERS;4.614;Ana KOVÁCS
290424;14;MARAYE EN OTHE;JAULGES;22.184;Francisco RUSSO
91496;11;VEZIERES;THIZAY;8.163;Ana HUBER
37222;28;ST CHRISTOL;VERQUIERES;120.963;Richard RAMOS
154128;6;ST DIZIER EN DIOIS;GRANE;52.237;Roman SCHÄFER
233372;12;MARLY;MONCHEUX;18.836;Yvan WILLIAMS
285537;17;GROSBOIS EN MONTAGNE;SAVIGNY POIL FOL;83.284;Oksana ALONSO
135845;39;GRESSE EN VERCORS;CODOLET;106.919;Petra SZABÓ
252506;13;ROQUEFERE;MONTGEY;37.024;Angela JIMENEZ
204246;17;LOUARGAT;TREGONNEAU;14.344;Maksim RAMOS
250237;2;SACCOURVIELLE;MARIGNAC;11.645;Nadezhda GARCIA
155745;6;AUDENGE;BIGANOS;5.958;Peter KOVÁCS
299552;28;FOUCHERES;LA LOGE AUX CHEVRES;16.836;Anton SILVA
206856;9;LES GETS;TANINGES;5.073;Patrick ANDERSSON
93017;19;RAZENGUES;MONBARDON;36.631;Francisco MAGOMEDOV
51513;9;ORIGNY EN THIERACHE;MAZINGHIEN;34.847;Andrei GARCIA
129959;23;LA BOUILLE;ST ETIENNE L ALLIER;28.88;Patrick VASILEVA
94031;8;SALERNES;VILLECROZE;4.51;Eva PETROVA
87720;15;GENEBRIERES;SONAC;82.191;Natalya IVANOVA
76158;27;CARENNAC;BOUILLAC;51.396;Nadezhda WILSON
244390;10;COURS;MAULEON;55.57;Francesco SCHMID
228772;3;DINARD;ST LUNAIRE;2.607;Maryia BAUER
50680;1;ESTAING;ANDOINS;46.66;Aleksandr MOROZOVA
141603;5;GLENOUZE;MARCAY;18.213;Dmitriy MOROZOVA
118664;20;LE PERCY;CEYRESTE;174.307;Igor SCHÄFER
60140;2;VILLE DU PONT;LA BOSSE;19.677;Vera TAYLOR
51368;33;VEUXHAULLES SUR AUBE;DAMPVITOUX;140.632;Olha HOFFMANN
228545;7;LA REORTHE;ST MARTIN LARS EN STE HERMINE;5.746;Jan RUSSO
290202;22;MEYRONNE;VITRAC;28.936;Jean TAYLOR
284246;11;BLARGIES;FOUILLOY;7.724;Peter BECKER
12657;9;LES RIVES;COMBRET;46.478;Wolfgang VOLKOVA
215563;7;BARBERAZ;LA RAVOIRE;1.68;Maksim BAUER
77185;8;BATTEXEY;JEVONCOURT;3.005;Marie GARCIA
16754;13;ANAN;GAVARRET SUR AULOUSTE;48.786;Giuseppe NOVIKOVA
138255;22;ST REMY DU VAL;ST CENERI LE GEREI;22.002;Olga IVANOV
132167;17;MONTIGNY LES CONDE;VILLE DOMMANGE;36.687;Darya GOMEZ
165353;22;CAZOULS D HERAULT;PEZENAS;5.41;Jan KOCH
179665;13;MARCHEVILLE;CHAUFFOURS;7.71;David JOHANSSON
152163;19;SAZILLY;CRAVANT LES COTEAUX;4.814;Claude SHEVCHENKO
275459;7;HOURTIN;CARCANS;10.763;Juan SCHNEIDER
110455;14;ST REMY LA CALONNE;RONVAUX;10.23;Sergey KLEIN
97404;22;GLANDAGE;ST PANTALEON LES VIGNES;56.508;Tatyana HOFFMANN
242513;9;CORCIEUX;ROCHESSON;17.03;Elena DIAZ
3326;31;JUVINAS;BESAYES;68.068;Vasylyi KUZNETSOV
276458;5;STE HELENE;CURIERES;58.178;Nykolai PAVLOVA
176187;35;DRUYES LES BELLES FONTAINES;ANDRYES;4.87;Josef SCHÄFER
247372;12;CHANTEMERLE LES GRIGNAN;VIVIERS;15.72;Valentina DIAZ
206275;13;ST BARTHELEMY LE PLAIN;ETABLES;5.475;Robert JONES
197943;21;CERON;LAY;41.94;Aleksandr BONDARENKO
38907;25;SAILLANT;EGLISOLLES;4.737;Robert SCHÄFER
66946;13;MONTARLOT LES RIOZ;CROMARY;7.862;Valentina LOPEZ
186886;10;CAMBOUNET SUR LE SOR;NAVES;8.086;Francesco MORENO
284336;6;SCHOPPERTEN;KESKASTEL;3.272;Tatyana MARTIN
201722;3;ST JULIEN DE L ESCAP;GIMEUX;33.23;Maksim ROSSI
227377;2;PARTHENAY;CHATILLON SUR THOUET;3.689;Giovanni ZIMMERMANN
46517;7;MARSEILLAN;SOREAC;4.591;Laura COSTA
151019;2;LUMES;HANNONVILLE SUZEMONT;103.903;Hans MILLER
221807;2;GURMENCON;BIDOS;1.978;Marina JENSEN
52257;20;BARJOLS;BRUE AURIAC;4.937;Tatiana SCHÄFER
276842;7;POMMIERS;AUMESSAS;10.881;Piotr JOHNSON
219609;19;LES CAMMAZES;LES BRUNELS;2.472;Andrea MOROZOVA
106078;5;SOYE EN SEPTAINE;ST JUST;4.903;Eva TÓTH
154433;4;BUXIERES SOUS LES COTES;LAMORVILLE;9.011;Jose PETROVA
76309;40;TENTELING;ETZLING;6.508;Monika POPOVA
297935;6;LA FRASNEE;PUBLY;13.761;Valentyna MARTINEZ
95922;1;GORCY;SEMOUTIERS MONTSAON;170.276;Ekaterina POPOV
223734;20;ST MARTIN DU MONT;FRONTENAUD;7.979;Francesco FERREIRA
113115;6;HAUDAINVILLE;MONTIGNY LES VAUCOULEURS;62.186;John RAMOS
33210;13;ST JULIEN EN QUINT;MONTFROC;80.43;Mariya GONZALEZ
136311;8;MONTSECRET CLAIREFOUGERE;LANDISACQ;5.503;Aleksey NIELSEN
56098;3;AUTERIVE;ORBESSAN;3.999;Jean BRAUN
205178;9;HURBACHE;SOYE;104.654;Marie PETROV
194827;27;ECURAT;CURZON;86.817;Sergey RUSSO
25874;16;GUYONVELLE;VOISEY;4.632;Vladymyr KLEIN
256264;5;ST UNIAC;CHASNE SUR ILLET;35.069;Mikhail MARIN
27605;42;MONNET LA VILLE;SONGESON;8.687;Yuliya EVANS
264917;12;MONTREAL;VEYRAS;31.788;Petra SANCHEZ
10266;28;ST CESAIRE;BEAUGEAY;42.132;Claude RICHTER
211404;9;LA MACHINE;CHIDDES;35.705;Anna BROWN
50791;22;BALLEROY SUR DROME;COUVAINS;13.007;Elisabeth THOMAS
106472;15;LE MAY SUR EVRE;TIFFAUGES;22.365;Angela POPOVA
53535;7;ESPECHE;ARNAUD GUILHEM;49.508;Aleksandr BONDARENKO
153844;11;CREHEN;ST BRICE;68.011;Claude DAVIES
26185;16;SAUJON;ST SULPICE DE ROYAN;5.435;Paul LOPEZ
256569;2;FATOUVILLE GRESTAIN;MESNIL ROUSSET;60.075;Michel KUZNETSOVA
33555;29;MONCEAUX EN BESSIN;ST VIGOR LE GRAND;4.24;Michel BAUER
85657;23;FREJAIROLLES;COMBEFA;21.944;Andrey GOMEZ
108727;15;MONHEURT;BOURRAN;7.871;Svetlana BAUER
127310;10;LAFFREY;VIZILLE;4.971;Monika MARTINEZ
106163;35;JOUSSE;PAYROUX;2.324;Svetlana RUIZ
76062;9;ALOS;BALAGUIER D OLT;56.055;Robert POPOV
6451;10;GREPIAC;LACAUGNE;19.636;Mária JENSEN
117616;13;MERCUROL VEAUNES;ST BARDOUX;7.046;Marie KLEIN
183634;28;BIARROTTE;BIAUDOS;3.441;Maksim MORENO
142220;16;ST GERMAIN SUR RENON;ST REMY;14.249;Yuliya SCHMID
139166;14;CHATEAU LARCHER;FONTAINE CHALENDRAY;63.825;Hans WILLIAMS
19151;12;MANDRES EN BARROIS;PARGNY SOUS MUREAU;20.618;Giuseppe JIMENEZ
246833;4;VIEY;SALIGOS;2.339;Oksana JOHNSON
117952;14;NOYALES;ETEIGNIERES;62.045;Elisabeth HOFFMANN
275652;10;FLERS SUR NOYE;MAISONCELLE TUILERIE;15.772;Yvan GUTIERREZ
91086;4;LES BAROCHES;LANTEFONTAINE;2.622;Lyubov TÓTH
244235;32;CHENOVE;FOURNET BLANCHEROCHE;138.366;Maria WOLF
249865;31;NEUFBOSC;LONGMESNIL;18.327;Josef MEYER
233099;18;MERIGNAC;FONTAINE CHALENDRAY;29.148;Aleksandra KUZNETSOV
107281;17;MONTEGUT BOURJAC;FUSTIGNAC;2.218;Mario ZIMMERMANN
138827;13;REMPNAT;TOY VIAM;6.758;Francisco GARCIA
195367;2;BERTRANGE;MONDELANGE;5.965;Karin GONZALEZ
12526;2;FUMAY;ANCHAMPS;5.324;Christian MORENO
117340;10;TOUVERAC;CHAMPAGNE VIGNY;24.125;Tatiana VOLKOVA
116615;17;ST JULIEN EN VERCORS;ST ROMANS;11.38;Anna PETROV
9020;12;BEAUVOIR;ST JEAN DU CORAIL DES BOIS;30.271;Marina MARIN
